,Username,Category,Followers,Followees,Posts,Level
4295,carlanunez_,fashion,42629.0,5985,575,Mid
4296,jairwoo,fashion,42626.0,1135,1402,Mid
4297,nataliecrawfordmd,fashion,42624.0,805,673,Mid
4298,erikaaguileraa,fashion,42614.0,1012,226,Mid
4299,haniyehabbac,fashion,42596.0,266,471,Mid
4300,gaiaviolagiraudi,fashion,42574.0,5499,1482,Mid
4301,peaceloveandbeer,fashion,42570.0,523,1156,Mid
4302,deviishaleekaoctavia,fashion,42540.0,691,541,Mid
4303,e__k.closet,fashion,42539.0,416,1531,Mid
4304,blushingmomma,fashion,42529.0,1100,1570,Mid
4305,eliandeli_,fashion,42525.0,1103,4858,Mid
4306,wideawakearthquake,fashion,42516.0,3638,715,Mid
4307,noboringdays,fashion,42506.0,916,1006,Mid
4308,bayareafashionista,fashion,42490.0,2253,2166,Mid
4309,tesajurjasevic,fashion,42434.0,1095,1636,Mid
4310,ladyloh,fashion,42386.0,673,1683,Mid
4311,floackermans,fashion,42380.0,6906,749,Mid
4312,sam_viss,fashion,42373.0,2127,875,Mid
4313,isabelleracicot,fashion,42355.0,669,954,Mid
4314,isaaclikes_,fashion,42336.0,950,3136,Mid
4315,roxanarosuu,fashion,42335.0,256,508,Mid
4316,valentineishere,fashion,42296.0,1701,753,Mid
4317,angela_maciag,fashion,42291.0,424,574,Mid
4318,melhwang,fashion,42272.0,692,1736,Mid
4319,manu_mrx,fashion,42270.0,1659,479,Mid
4320,ooh_jihee,fashion,42268.0,375,1076,Mid
4321,stellakiranas,fashion,42252.0,1208,803,Mid
4322,brunabear,fashion,42241.0,445,387,Mid
4323,misslionhunter,fashion,42233.0,382,2272,Mid
4324,michellepapss,fashion,42231.0,1134,1154,Mid
4325,jessycupcakee,fashion,42211.0,763,434,Mid
4326,dzutstsati,fashion,42141.0,929,820,Mid
4327,hellas.shop,fashion,42118.0,678,1552,Mid
4328,amyfuchsia,fashion,42106.0,976,1303,Mid
4329,xcara27x,fashion,42089.0,6692,3092,Mid
4330,grabtheearth,fashion,42069.0,603,406,Mid
4331,loveandloathingla,fashion,42067.0,1214,2611,Mid
4332,fashionindividual,fashion,42056.0,896,1125,Mid
4333,anyamartirosov,fashion,42041.0,703,8007,Mid
4334,elizahiggins,fashion,42014.0,1899,2042,Mid
4335,ishini_f,fashion,42012.0,829,2826,Mid
4336,manuelalupascu,fashion,42011.0,926,2252,Mid
4337,karlymarquess,fashion,42002.0,555,1502,Mid
4338,missalexandraax,fashion,41997.0,2,425,Mid
4339,premedmotivation,fashion,41971.0,938,564,Mid
4340,jamaljackson_,fashion,41951.0,2676,2737,Mid
4341,anatapajos,fashion,41937.0,1041,1272,Mid
4342,josie_sanders,fashion,41934.0,609,925,Mid
4343,carlos_domord,fashion,41903.0,1602,1664,Mid
4344,jenequep,fashion,41894.0,1793,983,Mid
4345,sarahchole_official,fashion,41871.0,231,1154,Mid
4346,whatwouldkikiwear,fashion,41797.0,2632,1352,Mid
4347,chelseaasoflate,fashion,41785.0,981,1065,Mid
4348,annalisa.peretti,fashion,41782.0,489,414,Mid
4349,fermendigil,fashion,41778.0,1365,1155,Mid
4350,yarapuebla,fashion,41769.0,2051,1376,Mid
4351,yasminexaz,fashion,41762.0,919,544,Mid
4352,lenaxstyle,fashion,41731.0,661,416,Mid
4353,alyssa.jv,fashion,41723.0,472,2686,Mid
4354,thefashionsavage,fashion,41723.0,680,506,Mid
4355,alexgowon,fashion,41640.0,240,384,Mid
4356,ostafin_ka,fashion,41617.0,439,248,Mid
4357,jess_lizama,fashion,41611.0,622,2023,Mid
4358,charlotte_weise,fashion,41606.0,1713,1179,Mid
4359,xxbay,fashion,41582.0,5002,827,Mid
4360,susiessu,fashion,41566.0,1447,418,Mid
4361,instyle_hungary,fashion,41562.0,2213,5464,Mid
4362,deanna.nycole,fashion,41539.0,252,355,Mid
4363,ynotkeeb,fashion,41537.0,2604,1382,Mid
4364,christi.mcgarry,fashion,41532.0,2311,2977,Mid
4365,salimaammar,fashion,41531.0,1560,247,Mid
4366,barborabakos,fashion,41526.0,930,1040,Mid
4367,the_zlist,fashion,41521.0,4856,484,Mid
4368,welovethembbw,fashion,41497.0,456,3409,Mid
4369,lolitanieenbl0g,fashion,41492.0,437,501,Mid
4370,emsukii,fashion,41487.0,1605,320,Mid
4371,fernandazorzal,fashion,41457.0,1229,965,Mid
4372,advicefroma20something,fashion,41455.0,1939,1528,Mid
4373,tobebright,fashion,41454.0,2186,3422,Mid
4374,guidomilani,fashion,41393.0,1312,959,Mid
4375,patriciagarela,fashion,41340.0,790,689,Mid
4376,outfit.ba,fashion,41338.0,7503,1612,Mid
4377,suzukatochimoto,fashion,41338.0,209,293,Mid
4378,blonde_vibe,fashion,41337.0,2131,598,Mid
4379,yasminelzomor,fashion,41331.0,6303,335,Mid
4380,larissa_gamba,fashion,41318.0,1286,1386,Mid
4381,bluecollarprep,fashion,41276.0,1056,1278,Mid
4382,jesskatt123,fashion,41266.0,1437,832,Mid
4383,teegirls,fashion,41237.0,7342,2941,Mid
4384,izzieburletonx,fashion,41220.0,970,318,Mid
4385,am.konstantina,fashion,41204.0,206,384,Mid
4386,virginiasvieira,fashion,41203.0,466,1909,Mid
4387,lovebrownsugar,fashion,41174.0,4801,3857,Mid
4388,moncherielle,fashion,41138.0,223,1194,Mid
4389,sha_ridolfo,fashion,41111.0,883,627,Mid
4390,alisasia,fashion,41099.0,320,691,Mid
4391,mertsi_,fashion,41079.0,948,411,Mid
4392,blerislifestyle,fashion,41076.0,1169,514,Mid
4393,emmatamsinhill,fashion,41067.0,1255,377,Mid
4394,tasha.fashion,fashion,41065.0,164,1305,Mid
4395,katia_cardi,fashion,41056.0,700,256,Mid
4396,andreamezamx,fashion,41048.0,1004,1310,Mid
4397,itsmesanja,fashion,41021.0,1415,387,Mid
4398,i_am_mariah,fashion,41014.0,1168,631,Mid
4399,brunastartt,fashion,40973.0,1476,984,Mid
4400,keithjoyce,fashion,40972.0,1067,586,Mid
4401,settlingsouthern,fashion,40951.0,3998,755,Mid
4402,luizafrujuelli,fashion,40944.0,390,774,Mid
4403,nachoduyos,fashion,40941.0,1023,648,Mid
4404,misshollyallen,fashion,40922.0,1314,603,Mid
4405,janinaslifee,fashion,40912.0,242,835,Mid
4406,claudiacandelas,fashion,40886.0,1485,1223,Mid
4407,soniquesaturday,fashion,40867.0,830,952,Mid
4408,vivianscheve,fashion,40849.0,614,280,Mid
4409,gabyeclara,fashion,40810.0,2442,2638,Mid
4410,carmelatte,fashion,40804.0,1848,632,Mid
4411,sydneylimaa,fashion,40803.0,634,786,Mid
4412,bentsenn,fashion,40799.0,1344,1348,Mid
4413,samanthacaudle9,fashion,40696.0,852,791,Mid
4414,tanbyklara,fashion,40692.0,550,2820,Mid
4415,thecowboyrobot,fashion,40680.0,591,932,Mid
4416,alliegoodbun,fashion,40644.0,1484,441,Mid
4417,alexlight_ldn,fashion,40628.0,730,2613,Mid
4418,kanakoishida,fashion,40609.0,661,1742,Mid
4419,janisensucre,fashion,40582.0,985,723,Mid
4420,kgmtl,fashion,40572.0,746,2840,Mid
4421,thecandacesmith,fashion,40551.0,486,1656,Mid
4422,tiffriahgrande,fashion,40545.0,7497,713,Mid
4423,lafleuks,fashion,40543.0,620,1733,Mid
4424,simonaburbaite,fashion,40542.0,1975,694,Mid
4425,ianapeixoto,fashion,40535.0,418,863,Mid
4426,tracycolleeen,fashion,40523.0,211,531,Mid
4427,celinealmlinee,fashion,40476.0,324,362,Mid
4428,marianamendes.m,fashion,40475.0,1054,646,Mid
4429,kimmyhuynh,fashion,40470.0,998,1938,Mid
4430,labauhinia,fashion,40458.0,476,1258,Mid
4431,asiachic,fashion,40416.0,1305,4423,Mid
4432,elmosquitoglamuroso,fashion,40372.0,2043,4229,Mid
4433,abentpieceofwire,fashion,40370.0,949,4188,Mid
4434,zambranostyle,fashion,40284.0,376,1340,Mid
4435,noellegiorgi,fashion,40283.0,1445,1881,Mid
4436,stylemesamira,fashion,40280.0,2037,1577,Mid
4437,leni_stewart,fashion,40280.0,435,501,Mid
4438,brazilianamericangirl,fashion,40278.0,3836,357,Mid
4439,briseyda.portillo,fashion,40277.0,314,338,Mid
4440,steph_mumford,fashion,40236.0,613,1091,Mid
4441,ty3kingz,fashion,40232.0,5911,848,Mid
4442,federica.ferramosca,fashion,40203.0,6220,1496,Mid
4443,imxmelissa,fashion,40178.0,963,463,Mid
4444,livelycraze,fashion,40150.0,2974,915,Mid
4445,lauralahayden,fashion,40141.0,883,4184,Mid
4446,emm.yee,fashion,40137.0,712,654,Mid
4447,missalvy,fashion,40127.0,1383,939,Mid
4448,janinahrt,fashion,40122.0,341,341,Mid
4449,mckennatrahan,fashion,40082.0,1342,1606,Mid
4450,officialandreaocampotv,fashion,40057.0,3659,685,Mid
4451,pamelakieck,fashion,40030.0,2157,1351,Mid
4452,stella_vonsenger,fashion,40025.0,200,1554,Mid
4453,blackwhite_loving,fashion,40019.0,409,2296,Mid
4454,simplyviv_,fashion,40001.0,356,496,Mid
4455,casstorrence,fashion,39989.0,3010,429,Mid
4456,thestyleandfitness,fashion,39982.0,2310,420,Mid
4457,saltiss,fashion,39979.0,261,416,Mid
4458,fabeverydayblog,fashion,39977.0,1865,1428,Mid
4459,iamsandycoffee,fashion,39912.0,622,966,Mid
4460,dominikbruntner,fashion,39905.0,447,834,Mid
4461,taylorbaxter,fashion,39893.0,369,763,Mid
4462,schmittastic,fashion,39883.0,316,1948,Mid
4463,styled_by_christine,fashion,39812.0,763,3932,Mid
4464,ishcontent,fashion,39802.0,5593,528,Mid
4465,streichersisters,fashion,39781.0,857,1575,Mid
4466,__marnifique__,fashion,39747.0,1428,1247,Mid
4467,clea_cartier,fashion,39727.0,627,1619,Mid
4468,edwardhajari,fashion,39719.0,592,455,Mid
4469,sim0nemurphy,fashion,39710.0,1376,682,Mid
4470,morgan.yates,fashion,39691.0,466,1402,Mid
4471,mielsobrehojuelass,fashion,39690.0,1414,1256,Mid
4472,rumahasit_,fashion,39687.0,1694,556,Mid
4473,mich8lee,fashion,39669.0,2532,2429,Mid
4474,onefabday,fashion,39667.0,1873,3570,Mid
4475,ashbegash,fashion,39654.0,869,1348,Mid
4476,jillianmurrayofficial,fashion,39647.0,493,622,Mid
4477,hannahleigh0,fashion,39646.0,1214,528,Mid
4478,anasclifos,fashion,39637.0,707,431,Mid
4479,emyruo,fashion,39630.0,4777,623,Mid
4480,mursalison,fashion,39616.0,1294,512,Mid
4481,david.juarez_,fashion,39614.0,472,297,Mid
4482,trishavaz1,fashion,39601.0,1422,2999,Mid
4483,herhumble_hunt,fashion,39555.0,3226,396,Mid
4484,piotrbalcerek,fashion,39545.0,1199,274,Mid
4485,valerianardilli,fashion,39538.0,1785,836,Mid
4486,parkeryorksmith,fashion,39519.0,666,2055,Mid
4487,vanefashion89,fashion,39515.0,4243,5808,Mid
4488,laisbot,fashion,39513.0,2030,635,Mid
4489,ibreatheshoes,fashion,39509.0,685,795,Mid
4490,emmahoareau,fashion,39509.0,1149,1924,Mid
4491,_look_lady,fashion,39466.0,2519,514,Mid
4492,linaose,fashion,39459.0,802,333,Mid
4493,trienadeniese,fashion,39456.0,1659,2234,Mid
4494,violaguidotti,fashion,39446.0,2207,695,Mid
4495,stephaniepernas,fashion,39442.0,1810,1596,Mid
4496,tarmarz,fashion,39439.0,2458,1169,Mid
4497,lavinia_biancalani,fashion,39437.0,1055,5132,Mid
4498,ariannachieli,fashion,39418.0,3685,4080,Mid
4499,gingersophie,fashion,39415.0,1451,388,Mid
4500,stylish_by_marinela,fashion,39359.0,1045,505,Mid
4501,mikaylacarr_xo,fashion,39357.0,807,556,Mid
4502,covet.on.the.go,fashion,39354.0,831,538,Mid
4503,brittalaursen_,fashion,39339.0,926,1430,Mid
4504,qingaling,fashion,39332.0,470,1998,Mid
4505,kevinbetz_,fashion,39329.0,1104,624,Mid
4506,nadiaazmy,fashion,39320.0,1040,1601,Mid
4507,michelleinfusino,fashion,39318.0,943,600,Mid
4508,farhana_oberson,fashion,39307.0,489,678,Mid
4509,mrbagss,fashion,39270.0,1179,1905,Mid
4510,missannastomosis,fashion,39264.0,594,1941,Mid
4511,stayfoxx,fashion,39264.0,1812,2923,Mid
4512,themisterwayne,fashion,39236.0,664,1057,Mid
4513,nino_wilkes,fashion,39222.0,402,314,Mid
4514,heybvp,fashion,39171.0,325,844,Mid
4515,stuylin,fashion,39170.0,4538,2091,Mid
4516,elena__marisa,fashion,39158.0,443,473,Mid
4517,mbarriocorral,fashion,39147.0,1003,2736,Mid
4518,lucreziacandelori,fashion,39137.0,4554,1105,Mid
4519,fitfoodhealthyvonne,fashion,39135.0,740,1573,Mid
4520,elaynealmoses,fashion,39116.0,706,852,Mid
4521,mario_schafzahl,fashion,39108.0,342,1319,Mid
4522,http.edro,fashion,39069.0,996,341,Mid
4523,iding410,fashion,39023.0,871,684,Mid
4524,janibellrosanne,fashion,39017.0,572,611,Mid
4525,idabroen,fashion,39007.0,946,305,Mid
4526,withjenrachel,fashion,39007.0,3352,752,Mid
4527,houseofpinheiro,fashion,38987.0,1848,6022,Mid
4528,ritalanevintage,fashion,38959.0,339,1977,Mid
4529,toks_amy,fashion,38955.0,1959,6467,Mid
4530,champagnehasbubbles,fashion,38947.0,820,462,Mid
4531,yaniragiselle,fashion,38936.0,796,792,Mid
4532,nicoleamcintosh,fashion,38930.0,7287,1112,Mid
4533,dontbecommonfashion,fashion,38883.0,581,405,Mid
4534,darnialweera,fashion,38848.0,751,761,Mid
4535,mrssofiagouveia,fashion,38846.0,645,1911,Mid
4536,vanillasyndrome,fashion,38834.0,401,325,Mid
4537,filippahagg,fashion,38815.0,1497,2301,Mid
4538,kateli0n,fashion,38803.0,320,1800,Mid
4539,ariannaventura,fashion,38786.0,988,1934,Mid
4540,ahglam_,fashion,38761.0,2714,344,Mid
4541,rebeccapiersol,fashion,38755.0,6435,647,Mid
4542,nobbywear,fashion,38733.0,986,1039,Mid
4543,pamelatick,fashion,38722.0,1013,1377,Mid
4544,carmendiprima,fashion,38681.0,7340,295,Mid
4545,maikenhalmrast,fashion,38670.0,461,276,Mid
4546,youngmikeofficiall,fashion,38658.0,1273,2021,Mid
4547,sonia_lmch,fashion,38650.0,921,967,Mid
4548,marisolny,fashion,38620.0,1573,10858,Mid
4549,beccabeczten,fashion,38598.0,588,1326,Mid
4550,angelicatalan,fashion,38579.0,1593,1105,Mid
4551,mayrayamonte,fashion,38574.0,405,1359,Mid
4552,tylynnnguyen,fashion,38556.0,408,605,Mid
4553,makeupbuthow,fashion,38540.0,425,518,Mid
4554,valewudo,fashion,38511.0,2507,473,Mid
4555,margisakariya,fashion,38505.0,1733,1859,Mid
4556,angiesilvy,fashion,38458.0,2288,2503,Mid
4557,kuothwiel,fashion,38450.0,5159,311,Mid
4558,nastazsa,fashion,38406.0,369,1777,Mid
4559,leafranchesca,fashion,38403.0,197,659,Mid
4560,robyzavo,fashion,38402.0,1028,673,Mid
4561,bluhazl,fashion,38390.0,411,896,Mid
4562,jfrgirls,fashion,38385.0,2088,4559,Mid
4563,ravennavera,fashion,38377.0,218,600,Mid
4564,mamainheels,fashion,38364.0,1733,1235,Mid
4565,_taamiferreira,fashion,38348.0,584,1379,Mid
4566,idees_de_mode,fashion,38344.0,265,2344,Mid
4567,ruairi_luke,fashion,38339.0,3172,984,Mid
4568,missdivalicious,fashion,38315.0,404,1287,Mid
4569,blameitonmei,fashion,38306.0,1207,1186,Mid
4570,averytutt,fashion,38304.0,579,596,Mid
4571,ellenhiddingofficial,fashion,38295.0,184,1056,Mid
4572,samiorenelda,fashion,38284.0,955,2490,Mid
4573,live.love.chardonnay,fashion,38282.0,581,1147,Mid
4574,ppfgirl,fashion,38279.0,428,782,Mid
4575,kangthropologie,fashion,38270.0,1188,1133,Mid
4576,themistymom,fashion,38270.0,2549,2067,Mid
4577,inlinewithtima,fashion,38264.0,276,498,Mid
4578,mart__code,fashion,38263.0,1971,303,Mid
4579,oliviawald_,fashion,38252.0,837,538,Mid
4580,mydailyfdose,fashion,38196.0,4060,619,Mid
4581,daelostylo,fashion,38182.0,998,2009,Mid
4582,dwbella,fashion,38173.0,1483,1524,Mid
4583,magda_corvinus,fashion,38167.0,546,811,Mid
4584,chelseynicolemodel,fashion,38130.0,3101,1934,Mid
4585,vvillig,fashion,38084.0,166,1229,Mid
4586,carolinagmx,fashion,38079.0,244,383,Mid
4587,moreturquoise,fashion,38077.0,1512,1956,Mid
4588,tatjanadrmach,fashion,38056.0,474,372,Mid
4589,clarencewx,fashion,38032.0,953,1241,Mid
4590,22in22,fashion,38030.0,2341,961,Mid
4591,alexsimpson_x,fashion,38023.0,1481,237,Mid
4592,ell4d,fashion,37997.0,1026,3112,Mid
4593,amakahamelijnck,fashion,37878.0,1714,379,Mid
4594,abbeysteaness,fashion,37878.0,799,638,Mid
4595,itssarah_s,fashion,37870.0,411,521,Mid
4596,vanessarosetilley,fashion,37864.0,3875,535,Mid
4597,stilettoshades,fashion,37842.0,4706,1390,Mid
4598,mademoiselle_cl,fashion,37829.0,1049,1220,Mid
4599,estilodepoisdos40,fashion,37814.0,4352,1031,Mid
4600,jamsye33,fashion,37809.0,868,790,Mid
4601,leena_anna_m_,fashion,37797.0,1984,354,Mid
4602,karinecrodrigues,fashion,37788.0,4662,2650,Mid
4603,simplysewingmag,fashion,37782.0,674,496,Mid
4604,i_am_romiko,fashion,37706.0,155,1034,Mid
4605,oliwiafok,fashion,37705.0,392,658,Mid
4606,niclasgonzales,fashion,37700.0,2279,675,Mid
4607,alwaysbemyprinces,fashion,37686.0,472,1006,Mid
4608,prishella,fashion,37685.0,2203,733,Mid
4609,verosantinelli,fashion,37672.0,2887,362,Mid
4610,stetholifestyle,fashion,37661.0,2474,245,Mid
4611,torianicholexoxo,fashion,37651.0,2695,1329,Mid
4612,tvinnv,fashion,37646.0,711,1034,Mid
4613,wanderxluxe,fashion,37622.0,4770,388,Mid
4614,katie_muirhead,fashion,37614.0,982,983,Mid
4615,zarasilvaa,fashion,37587.0,21,248,Mid
4616,theplantbasedbella,fashion,37571.0,1247,1933,Mid
4617,steph_toilolo,fashion,37567.0,1264,542,Mid
4618,sissie_loves_it,fashion,37564.0,979,363,Mid
4619,styleinbeta,fashion,37552.0,512,442,Mid
4620,sunlesslove,fashion,37545.0,1855,1426,Mid
4621,marziaamaranto,fashion,37533.0,953,1082,Mid
4622,jenalexandrova,fashion,37521.0,1689,867,Mid
4623,mounakae,fashion,37484.0,573,540,Mid
4624,nath.beijoluminoso,fashion,37484.0,929,1552,Mid
4625,1000manerasdevestir,fashion,37482.0,703,3011,Mid
4626,allisonpaigelach,fashion,37470.0,3616,598,Mid
4627,cyndiramirez,fashion,37468.0,1778,3128,Mid
4628,evkeisnothome,fashion,37402.0,7312,999,Mid
4629,laurenkirkhenry,fashion,37400.0,1626,1226,Mid
4630,blog_alamode,fashion,37400.0,7501,3555,Mid
4631,jaymunro26,fashion,37388.0,993,288,Mid
4632,makaylamclovin,fashion,37319.0,429,171,Mid
4633,thestyleminimalist,fashion,37308.0,199,963,Mid
4634,caxshe,fashion,37299.0,1374,1245,Mid
4635,lynettecenee,fashion,37284.0,1601,2874,Mid
4636,alexandra.em,fashion,37219.0,3925,1135,Mid
4637,ashleynii,fashion,37209.0,1578,1462,Mid
4638,zeynepkalkan,fashion,37201.0,623,412,Mid
4639,vivitowers,fashion,37167.0,1901,1260,Mid
4640,chaseloreto,fashion,37151.0,599,659,Mid
4641,vogue2provoke,fashion,37136.0,317,5097,Mid
4642,alionawithlove,fashion,37129.0,1799,1130,Mid
4643,kelsiebynum,fashion,37115.0,1840,625,Mid
4644,brooky.moss,fashion,37113.0,1462,514,Mid
4645,younicstyle,fashion,37092.0,2597,1105,Mid
4646,msbrandymorgan,fashion,37053.0,1098,836,Mid
4647,suitsheelscurves,fashion,37052.0,2371,1621,Mid
4648,camihlima,fashion,37051.0,2098,2453,Mid
4649,ella_victoriaa,fashion,37048.0,621,783,Mid
4650,kingdrewharris,fashion,37004.0,414,537,Mid
4651,aliimuhd,fashion,37002.0,5222,279,Mid
4652,paigecraswell,fashion,36987.0,2839,1631,Mid
4653,courtneyrmitchell,fashion,36984.0,268,567,Mid
4654,stardivarius_blog,fashion,36974.0,2231,3140,Mid
4655,lolwla,fashion,36955.0,1068,373,Mid
4656,uzypaws,fashion,36926.0,623,1710,Mid
4657,roseybeeme,fashion,36903.0,3358,1490,Mid
4658,silver_isthenewblonde,fashion,36895.0,2372,515,Mid
4659,aude_julie,fashion,36874.0,910,597,Mid
4660,kadim_nancy,fashion,36839.0,45,4820,Mid
4661,nicole.renault,fashion,36833.0,158,453,Mid
4662,andy_styl3,fashion,36830.0,541,908,Mid
4663,mariaphilibert,fashion,36829.0,647,1064,Mid
4664,justinevrgr,fashion,36822.0,893,1081,Mid
4665,tamara.kb,fashion,36822.0,3104,753,Mid
4666,theyellowbrickrunway,fashion,36821.0,1003,3306,Mid
4667,therubyelement,fashion,36818.0,473,1346,Mid
4668,mathildemgl,fashion,36817.0,1818,3075,Mid
4669,itslhr,fashion,36806.0,387,953,Mid
4670,rubyholley_,fashion,36805.0,708,464,Mid
4671,stylebeyonce,fashion,36778.0,290,555,Mid
4672,soniamarnez,fashion,36766.0,2038,5269,Mid
4673,alyssapillay,fashion,36758.0,702,510,Mid
4674,shewa_jay,fashion,36744.0,1535,725,Mid
4675,lastminutecouture,fashion,36741.0,1585,955,Mid
4676,hannahdtrick,fashion,36739.0,3671,1274,Mid
4677,laurenelaineled,fashion,36728.0,703,3176,Mid
4678,gabrielaquinones,fashion,36721.0,1682,638,Mid
4679,stefanigamboatv,fashion,36718.0,3465,1715,Mid
4680,valentina_seveso,fashion,36716.0,2597,468,Mid
4681,chelseatrevor,fashion,36677.0,676,415,Mid
4682,griminator,fashion,36676.0,722,2162,Mid
4683,mollyaoconnell,fashion,36664.0,1182,391,Mid
4684,jocelynyih,fashion,36659.0,2496,2859,Mid
4685,ladycipria,fashion,36641.0,5338,2089,Mid
4686,jackie_welling,fashion,36606.0,799,2105,Mid
4687,francescalitrico,fashion,36604.0,3473,2281,Mid
4688,shesthecontessa,fashion,36591.0,1971,1133,Mid
4689,katiepostl,fashion,36577.0,717,413,Mid
4690,ariana.cleo,fashion,36569.0,4975,376,Mid
4691,kristinadapaah,fashion,36565.0,2938,675,Mid
4692,schultzzie,fashion,36556.0,3201,865,Mid
4693,tayloraube,fashion,36551.0,755,332,Mid
4694,amandapaigewilliams,fashion,36540.0,3086,494,Mid
4695,flywithstella,fashion,36539.0,320,432,Mid
4696,scooby75,fashion,36519.0,2881,1528,Mid
4697,kulagne,fashion,36507.0,646,564,Mid
4698,sheldonriley,fashion,36485.0,866,363,Mid
4699,passportsandperignon,fashion,36434.0,2090,1218,Mid
4700,adelakinglondon,fashion,36410.0,496,1962,Mid
4701,thefashionhackr,fashion,36406.0,2627,2608,Mid
4702,lovemichelleana,fashion,36398.0,998,1532,Mid
4703,kristzan,fashion,36398.0,656,597,Mid
4704,arnelle,fashion,36369.0,1164,1395,Mid
4705,codedressed,fashion,36366.0,635,606,Mid
4706,working_chix,fashion,36334.0,1126,1875,Mid
4707,wouterkaan,fashion,36330.0,729,810,Mid
4708,talunzeitoun,fashion,36320.0,566,1000,Mid
4709,elena.meola,fashion,36317.0,1069,470,Mid
4710,the18thdistrict,fashion,36302.0,4547,4195,Mid
4711,heidi_yeo,fashion,36278.0,7020,660,Mid
4712,laurenkawano,fashion,36240.0,500,3218,Mid
4713,indiasinsights,fashion,36234.0,558,1790,Mid
4714,anastasia7asja,fashion,36191.0,2447,834,Mid
4715,simplydarrling,fashion,36183.0,192,954,Mid
4716,rebekaheller,fashion,36179.0,916,617,Mid
4717,kyannamoran,fashion,36167.0,1658,513,Mid
4718,olka_gamolka,fashion,36158.0,105,1279,Mid
4719,hopeterk,fashion,36144.0,599,876,Mid
4720,isabellaecheverri11,fashion,36142.0,1070,988,Mid
4721,mais_jo,fashion,36139.0,627,2629,Mid
4722,allyshayung,fashion,36138.0,214,333,Mid
4723,itsjustinelegault,fashion,36138.0,1944,1515,Mid
4724,likesofablonde,fashion,36125.0,1154,787,Mid
4725,_mngx,fashion,36110.0,578,254,Mid
4726,abbey_ginns,fashion,36063.0,1115,1393,Mid
4727,rosalynemarie,fashion,36061.0,6812,1095,Mid
4728,glojoined,fashion,36053.0,6419,263,Mid
4729,milataillefer,fashion,36040.0,986,523,Mid
4730,thewhimsicalpineapple,fashion,36030.0,2719,521,Mid
4731,thefashionmuse_,fashion,36011.0,2114,1334,Mid
4732,makennachristinexo,fashion,36010.0,1933,471,Mid
4733,sewsarahr,fashion,35996.0,1204,1542,Mid
4734,amyserrano,fashion,35985.0,1093,1834,Mid
4735,sridivya_keerthysuresh_fan,fashion,35984.0,210,1051,Mid
4736,marlameridith,fashion,35984.0,2393,8298,Mid
4737,brandirockmatthews,fashion,35977.0,1306,3362,Mid
4738,femkemegan,fashion,35951.0,2377,720,Mid
4739,soy_raka,fashion,35913.0,347,931,Mid
4740,narjessrkaiek,fashion,35904.0,4712,616,Mid
4741,biancamelb,fashion,35891.0,1304,3021,Mid
4742,mikialamode,fashion,35891.0,1533,708,Mid
4743,useless_dk,fashion,35877.0,315,1427,Mid
4744,azzurra_b_,fashion,35873.0,1037,1427,Mid
4745,thebargainbuyer,fashion,35861.0,1238,1739,Mid
4746,fhatuwanimukheli,fashion,35857.0,5544,4618,Mid
4747,colleengallagher_,fashion,35854.0,1321,1081,Mid
4748,the_blondeslemon,fashion,35835.0,868,1142,Mid
4749,thomsenemelie,fashion,35815.0,282,373,Mid
4750,wearetheglittergospel,fashion,35813.0,1026,939,Mid
4751,janeskamargaux,fashion,35812.0,415,451,Mid
4752,allsaintseve,fashion,35769.0,4303,314,Mid
