,Username,Category,Followers,Followees,Posts,Level
5543,fernwehsociety,fashion,27323.0,4234,781,Mid
5544,rozite,fashion,27317.0,2168,907,Mid
5545,gertrudetornvall,fashion,27307.0,985,3684,Mid
5546,paola_cossentino,fashion,27307.0,4570,357,Mid
5547,eastonblake,fashion,27298.0,1309,1450,Mid
5548,yolanda_rosell,fashion,27290.0,2372,705,Mid
5549,tessacsterk,fashion,27289.0,1509,1746,Mid
5550,fefepicci,fashion,27289.0,7346,306,Mid
5551,lcbstyle,fashion,27277.0,631,1900,Mid
5552,justanotherinstagal,fashion,27265.0,2401,736,Mid
5553,giftofgabbyg,fashion,27235.0,723,3024,Mid
5554,sibbieho,fashion,27220.0,470,302,Mid
5555,kimmkruse,fashion,27219.0,2282,455,Mid
5556,torispotts,fashion,27213.0,290,448,Mid
5557,therealupdate100,fashion,27207.0,7398,2808,Mid
5558,dannybayshore,fashion,27156.0,399,221,Mid
5559,mariseeezy,fashion,27139.0,1253,223,Mid
5560,liberta.h,fashion,27119.0,810,704,Mid
5561,thetropicalbuzz,fashion,27115.0,2394,900,Mid
5562,martagarroni,fashion,27113.0,673,398,Mid
5563,carolinavegaa,fashion,27111.0,1434,1462,Mid
5564,beanpole.accessory,fashion,27110.0,13,851,Mid
5565,nicole_pnl,fashion,27106.0,7479,720,Mid
5566,thecuff.co,fashion,27089.0,421,871,Mid
5567,maanta_d,fashion,27087.0,5985,911,Mid
5568,lauren_bongiorno,fashion,27083.0,947,1760,Mid
5569,campbellmodels,fashion,27076.0,1840,4217,Mid
5570,valeriebrems,fashion,27066.0,1752,4074,Mid
5571,nathaliehendrikse,fashion,27062.0,1242,589,Mid
5572,adoseofemily,fashion,27053.0,3636,566,Mid
5573,frenchfriestogo,fashion,27049.0,920,389,Mid
5574,sewrella,fashion,27025.0,1043,952,Mid
5575,my_mya_,fashion,27014.0,1434,697,Mid
5576,garotasfdp,fashion,27012.0,2750,1273,Mid
5577,lovejoling,fashion,27007.0,627,448,Mid
5578,emmywildwoodmusic,fashion,26999.0,1531,472,Mid
5579,teresayluciana,fashion,26985.0,967,596,Mid
5580,style_bykaro,fashion,26981.0,1635,876,Mid
5581,hxlloworld,fashion,26973.0,670,375,Mid
5582,stephaniebarrecax,fashion,26973.0,2820,615,Mid
5583,zilmara_mega_fa_simone_simaria,fashion,26958.0,4856,9159,Mid
5584,liz_besanson,fashion,26952.0,477,572,Mid
5585,lolo_bravoo,fashion,26942.0,395,422,Mid
5586,kennyjonson,fashion,26937.0,554,491,Mid
5587,momoftwochunks,fashion,26922.0,2211,889,Mid
5588,lucieloveshercurves,fashion,26910.0,419,436,Mid
5589,edemariia,fashion,26904.0,982,407,Mid
5590,fravaganza,fashion,26904.0,1781,769,Mid
5591,juliagreenphotography,fashion,26886.0,2094,792,Mid
5592,cutsforhim,fashion,26885.0,3767,1110,Mid
5593,realsummerpriester,fashion,26873.0,1562,1989,Mid
5594,heylauraheyyy,fashion,26857.0,997,1316,Mid
5595,juliatoivola,fashion,26854.0,704,1740,Mid
5596,honestdarling,fashion,26846.0,1552,336,Mid
5597,virgilgod,fashion,26829.0,375,829,Mid
5598,beautybyela,fashion,26775.0,1587,1389,Mid
5599,flormorenapmw,fashion,26774.0,661,786,Mid
5600,blusheddarling,fashion,26774.0,564,839,Mid
5601,yeyadiaz,fashion,26754.0,1557,881,Mid
5602,mercredie,fashion,26750.0,432,1799,Mid
5603,belenmartijunco,fashion,26747.0,1812,1277,Mid
5604,flaviacru,fashion,26743.0,1596,3830,Mid
5605,tobiassikstrom,fashion,26737.0,798,1487,Mid
5606,barbarapochetto,fashion,26704.0,1872,917,Mid
5607,monika.boch,fashion,26687.0,1077,779,Mid
5608,vbakiu,fashion,26685.0,562,297,Mid
5609,vonmeiss,fashion,26680.0,602,1637,Mid
5610,jbyjilly,fashion,26668.0,2830,310,Mid
5611,chrystelleaudette,fashion,26667.0,666,1086,Mid
5612,lena_cali,fashion,26666.0,1097,246,Mid
5613,lillye.beltran,fashion,26659.0,702,2529,Mid
5614,cayleth,fashion,26658.0,5083,332,Mid
5615,sussmini,fashion,26637.0,168,1595,Mid
5616,glennhenriksen,fashion,26635.0,1170,1918,Mid
5617,savannahcase,fashion,26625.0,1366,416,Mid
5618,joooooliee,fashion,26623.0,414,599,Mid
5619,marycostaphoto,fashion,26618.0,978,1288,Mid
5620,ashdonielle,fashion,26616.0,1000,2147,Mid
5621,danielleerodas,fashion,26597.0,983,441,Mid
5622,noaismay,fashion,26585.0,780,356,Mid
5623,monfriese,fashion,26583.0,687,2133,Mid
5624,carmencabezasphoto,fashion,26582.0,1067,2859,Mid
5625,carlymusleh,fashion,26560.0,4,1880,Mid
5626,thecheyennerussell,fashion,26551.0,1420,728,Mid
5627,_annandrea_,fashion,26522.0,1011,983,Mid
5628,marin.ivankovic,fashion,26519.0,455,808,Mid
5629,thecoastalblonde,fashion,26516.0,1904,734,Mid
5630,bushybroweth,fashion,26512.0,2108,1381,Mid
5631,jennstreicher,fashion,26499.0,466,1452,Mid
5632,thuylan_pham,fashion,26496.0,814,1704,Mid
5633,gabewitmer,fashion,26487.0,186,439,Mid
5634,alldolledupblog,fashion,26484.0,2405,3307,Mid
5635,alessahfreitas,fashion,26461.0,5617,1020,Mid
5636,mikemuellner,fashion,26447.0,968,788,Mid
5637,brilliants.indonesia,fashion,26424.0,76,964,Mid
5638,seaofsanctuary,fashion,26416.0,2002,570,Mid
5639,themodernartista,fashion,26405.0,1273,772,Mid
5640,thegreycanvas,fashion,26403.0,799,970,Mid
5641,paulrndn,fashion,26401.0,673,383,Mid
5642,simplysylviadc,fashion,26395.0,413,1569,Mid
5643,koddmagazine,fashion,26395.0,284,1771,Mid
5644,iqraaqadirkhan,fashion,26388.0,1977,1894,Mid
5645,jenherranz,fashion,26384.0,499,757,Mid
5646,branadane,fashion,26345.0,2342,1254,Mid
5647,whitneywiley,fashion,26338.0,887,1520,Mid
5648,mizzmok,fashion,26338.0,1042,1056,Mid
5649,martinmorals,fashion,26333.0,6369,643,Mid
5650,outcastcity,fashion,26307.0,2910,269,Mid
5651,annamaradan,fashion,26303.0,6738,2440,Mid
5652,meister_schuster,fashion,26302.0,199,820,Mid
5653,morganburke__,fashion,26302.0,324,426,Mid
5654,audreybeliveau,fashion,26289.0,781,426,Mid
5655,paulette_samayoa,fashion,26270.0,699,1395,Mid
5656,artawho,fashion,26258.0,295,377,Mid
5657,valerierooyackers,fashion,26238.0,2365,733,Mid
5658,azulgonzalezaparicio,fashion,26221.0,868,310,Mid
5659,mauricestyle,fashion,26212.0,191,388,Mid
5660,raquelpaivablog,fashion,26205.0,1751,1129,Mid
5661,londonblogger,fashion,26199.0,867,615,Mid
5662,imyasminealice,fashion,26193.0,1554,705,Mid
5663,cjdimmock,fashion,26186.0,3519,654,Mid
5664,kidsneversleep,fashion,26185.0,465,624,Mid
5665,blueberry.monkey,fashion,26181.0,2748,507,Mid
5666,weebitshop.de,fashion,26164.0,547,600,Mid
5667,emanuele_bonomini,fashion,26148.0,5382,487,Mid
5668,stilettodiapers,fashion,26125.0,1971,3045,Mid
5669,chicoverdose,fashion,26099.0,1688,4900,Mid
5670,hann.elaine,fashion,26088.0,564,394,Mid
5671,thefashionablepan,fashion,26070.0,994,886,Mid
5672,giograam,fashion,26030.0,6219,354,Mid
5673,oxanajoe,fashion,25986.0,616,506,Mid
5674,massmusings,fashion,25968.0,1058,3786,Mid
5675,jackiegiardina,fashion,25965.0,1463,3449,Mid
5676,classycleanchic,fashion,25951.0,1063,1354,Mid
5677,kennaheii,fashion,25943.0,727,243,Mid
5678,psiloveyouaah,fashion,25941.0,198,348,Mid
5679,wanderlustgirls,fashion,25906.0,1070,3929,Mid
5680,marie_christine_proulx,fashion,25875.0,578,369,Mid
5681,itsbronde,fashion,25871.0,301,1229,Mid
5682,samyspage,fashion,25863.0,247,318,Mid
5683,binidina,fashion,25863.0,721,3112,Mid
5684,talliia,fashion,25851.0,2526,679,Mid
5685,galinathomas,fashion,25851.0,407,2515,Mid
5686,denimdistractions,fashion,25817.0,995,481,Mid
5687,ashleybrookenicholas,fashion,25813.0,2972,1403,Mid
5688,uptownstyleblog,fashion,25806.0,1127,1316,Mid
5689,lorenna_mgomes,fashion,25799.0,3810,768,Mid
5690,im_salome,fashion,25797.0,2145,678,Mid
5691,ojandcigs,fashion,25789.0,3904,1708,Mid
5692,luvisrani,fashion,25789.0,7444,755,Mid
5693,arasoares,fashion,25766.0,783,524,Mid
5694,whit_wanders,fashion,25763.0,2600,2411,Mid
5695,aranka.world,fashion,25758.0,607,1822,Mid
5696,dawnealiza,fashion,25756.0,1150,970,Mid
5697,dariryn,fashion,25754.0,581,598,Mid
5698,jananofasshon,fashion,25739.0,1832,355,Mid
5699,tamaralabelle,fashion,25724.0,423,704,Mid
5700,jessicahowel,fashion,25715.0,427,428,Mid
5701,dana.mannarino,fashion,25713.0,1646,3061,Mid
5702,sadafjkhan,fashion,25710.0,821,1174,Mid
5703,glamcampos,fashion,25704.0,2431,504,Mid
5704,natalietallii,fashion,25700.0,2663,588,Mid
5705,billyilliam,fashion,25691.0,803,377,Mid
5706,inessamuller,fashion,25686.0,1422,576,Mid
5707,dapper.david,fashion,25676.0,1288,987,Mid
5708,thegeminiallure,fashion,25676.0,1516,1049,Mid
5709,babii.sammii,fashion,25666.0,763,389,Mid
5710,sofia_elbo,fashion,25635.0,444,946,Mid
5711,brianneworth,fashion,25624.0,477,628,Mid
5712,tiamcintosh_,fashion,25619.0,695,983,Mid
5713,thelischka,fashion,25610.0,998,1877,Mid
5714,isaakira,fashion,25598.0,1060,587,Mid
5715,jensynjeppsen,fashion,25589.0,1993,1947,Mid
5716,stephanieglitter,fashion,25576.0,895,466,Mid
5717,bornorigingal,fashion,25570.0,6271,523,Mid
5718,soandfashion,fashion,25552.0,4440,793,Mid
5719,evetaylorr,fashion,25526.0,809,955,Mid
5720,kasalmen,fashion,25520.0,3920,1223,Mid
5721,sitara_hewitt,fashion,25519.0,1886,914,Mid
5722,jessica.lelia,fashion,25504.0,2527,412,Mid
5723,mariatzani_,fashion,25502.0,6831,787,Mid
5724,beautyrocksblog,fashion,25492.0,1492,3243,Mid
5725,ainasyahirah,fashion,25484.0,982,1301,Mid
5726,liviabass,fashion,25475.0,2807,501,Mid
5727,foxymoonchild,fashion,25465.0,2557,2082,Mid
5728,zozinette127,fashion,25461.0,1116,720,Mid
5729,piecepicker,fashion,25458.0,2232,303,Mid
5730,b.arroso,fashion,25456.0,676,741,Mid
5731,erasoandrea,fashion,25454.0,1549,1194,Mid
5732,hellorigby,fashion,25454.0,2737,1196,Mid
5733,vincemenzani,fashion,25451.0,7316,205,Mid
5734,human_research,fashion,25444.0,797,621,Mid
5735,cocorebelista,fashion,25433.0,2253,892,Mid
5736,loryess,fashion,25432.0,2280,591,Mid
5737,prettyproperquaint,fashion,25431.0,1346,1759,Mid
5738,lauramelhuishsprague,fashion,25422.0,207,508,Mid
5739,estokholm,fashion,25422.0,715,863,Mid
5740,bannyall,fashion,25374.0,748,620,Mid
5741,yagmurvardar_,fashion,25365.0,553,797,Mid
5742,mensbeauty.it,fashion,25359.0,4997,596,Mid
5743,mickeyyymars,fashion,25347.0,361,656,Mid
5744,florescaisme,fashion,25323.0,6225,1281,Mid
5745,katja_kalugina,fashion,25313.0,1691,501,Mid
5746,xxjmitch,fashion,25310.0,975,1301,Mid
5747,minielenarose,fashion,25286.0,1126,1039,Mid
5748,olga_federico,fashion,25284.0,992,2812,Mid
5749,mademoisellemodeuse,fashion,25282.0,1912,3476,Mid
5750,_mackenziebay_,fashion,25276.0,1712,486,Mid
5751,maliaindigo,fashion,25272.0,1097,1983,Mid
5752,bettybachz,fashion,25265.0,599,424,Mid
5753,vivianeaudi,fashion,25257.0,3732,1246,Mid
5754,zipporahb_,fashion,25252.0,2104,381,Mid
5755,nika.richii,fashion,25251.0,1356,803,Mid
5756,fasffy,fashion,25245.0,473,1183,Mid
5757,cpwears,fashion,25240.0,1807,1260,Mid
5758,chyl.robinson,fashion,25239.0,3531,281,Mid
5759,lottanakyva,fashion,25235.0,725,1441,Mid
5760,sweetgirlkristina,fashion,25221.0,1096,1178,Mid
5761,tbhnoemi,fashion,25218.0,976,316,Mid
5762,friederikefox,fashion,25211.0,521,749,Mid
5763,thekendraann,fashion,25207.0,348,784,Mid
5764,eleonoraalbrecht,fashion,25205.0,5863,2401,Mid
5765,vanessaevelynh,fashion,25199.0,869,725,Mid
5766,terezabudkova,fashion,25193.0,870,841,Mid
5767,sharmanewilson,fashion,25192.0,672,511,Mid
5768,amelie.dias,fashion,25169.0,1033,1045,Mid
5769,theprepguy,fashion,25158.0,1766,1299,Mid
5770,danielpoonvignez,fashion,25147.0,303,1611,Mid
5771,adyeljuergensen,fashion,25146.0,307,1181,Mid
5772,mamafierceblog,fashion,25142.0,5896,972,Mid
5773,littlemiss_corporate,fashion,25131.0,5627,1597,Mid
5774,xofashionica,fashion,25130.0,817,1300,Mid
5775,theblondielocks,fashion,25119.0,2066,3243,Mid
5776,stylishlystella,fashion,25102.0,1870,4732,Mid
5777,classyblanc,fashion,25092.0,539,650,Mid
5778,oliviaandalice_,fashion,25070.0,1617,955,Mid
5779,taniamotuzas,fashion,25067.0,1216,889,Mid
5780,thedesertviolet,fashion,25061.0,4179,482,Mid
5781,mysocaledlife,fashion,25046.0,734,387,Mid
5782,charli_russon,fashion,25037.0,422,2956,Mid
5783,karstenwalterofficial,fashion,25004.0,355,941,Mid
5784,alessandratassone_,fashion,24992.0,1348,737,Mid
5785,thbellatwins,fashion,24988.0,169,3130,Mid
5786,anita.mlk,fashion,24987.0,881,440,Mid
5787,slavia_karlen,fashion,24984.0,1054,966,Mid
5788,xjeennie,fashion,24979.0,330,395,Mid
5789,mystyleandgrace,fashion,24940.0,740,1498,Mid
5790,jyunene,fashion,24927.0,380,459,Mid
5791,michiggy,fashion,24925.0,188,488,Mid
5792,monicaadimaofficiel,fashion,24925.0,592,364,Mid
5793,deeecupps,fashion,24920.0,647,961,Mid
5794,jenniferdifede,fashion,24917.0,281,742,Mid
5795,drewmunoz,fashion,24901.0,1024,4807,Mid
5796,ajat_,fashion,24893.0,521,842,Mid
5797,mollymalhotras,fashion,24866.0,684,733,Mid
5798,nirvana.abdul,fashion,24864.0,1923,618,Mid
5799,housewife2hostess,fashion,24863.0,2519,1752,Mid
5800,macerlyofficial,fashion,24852.0,631,372,Mid
5801,gradywulff,fashion,24848.0,1306,521,Mid
5802,claradevries,fashion,24842.0,756,768,Mid
5803,trotb,fashion,24839.0,1192,512,Mid
5804,kris.tof,fashion,24838.0,166,585,Mid
5805,kira_kosonen,fashion,24820.0,446,1513,Mid
5806,thedebonair,fashion,24813.0,1431,490,Mid
5807,___noangel,fashion,24802.0,376,731,Mid
5808,thepinkenvelope,fashion,24796.0,1198,939,Mid
5809,franciskenneth,fashion,24772.0,433,1062,Mid
5810,ivana_alexandrova,fashion,24761.0,467,1267,Mid
5811,miss.soun,fashion,24756.0,2227,397,Mid
5812,thea_nolan,fashion,24755.0,2188,3595,Mid
5813,baddiedae,fashion,24754.0,480,1615,Mid
5814,sevinakm,fashion,24748.0,1739,565,Mid
5815,breannewilliamson,fashion,24743.0,923,498,Mid
5816,salma_deltoro,fashion,24741.0,3834,777,Mid
5817,_callmesparkle,fashion,24702.0,293,719,Mid
5818,sonia.elsie,fashion,24693.0,284,1448,Mid
5819,carmenap2510,fashion,24689.0,1185,1161,Mid
5820,mothershoppers,fashion,24670.0,897,665,Mid
5821,kloeshinn,fashion,24667.0,854,351,Mid
5822,theegreatgabs,fashion,24658.0,3156,945,Mid
5823,kristenmlawler,fashion,24654.0,1195,954,Mid
5824,blondedlights,fashion,24645.0,2792,370,Mid
5825,irishtatler,fashion,24642.0,1002,1317,Mid
5826,dnnmodd,fashion,24626.0,967,266,Mid
5827,tashly_f,fashion,24602.0,1128,814,Mid
5828,beckyloubutton,fashion,24584.0,1376,575,Mid
5829,danielchung,fashion,24584.0,1495,2960,Mid
5830,carlita_the_gypsy,fashion,24576.0,1582,794,Mid
5831,magicandwishes,fashion,24575.0,4413,1354,Mid
5832,tom.sheard,fashion,24551.0,3602,920,Mid
5833,xbelov,fashion,24525.0,353,331,Mid
5834,danneigh,fashion,24503.0,473,563,Mid
5835,fitmommy_inheels,fashion,24478.0,1411,444,Mid
5836,annabolena87,fashion,24466.0,3831,2081,Mid
5837,amandamccants,fashion,24461.0,2259,505,Mid
5838,e.ble,fashion,24458.0,762,289,Mid
5839,jaclynfromjupiter,fashion,24457.0,306,1342,Mid
5840,sheandworld,fashion,24457.0,1847,567,Mid
5841,gold_coast_girl,fashion,24454.0,513,1134,Mid
5842,michelemcgrath,fashion,24442.0,1245,1682,Mid
5843,cutesygirl09,fashion,24435.0,468,556,Mid
5844,blondesandbagels,fashion,24417.0,2716,769,Mid
5845,corinneevans,fashion,24415.0,2441,1722,Mid
5846,sarahlongshawx,fashion,24413.0,2941,264,Mid
5847,tolaaa,fashion,24394.0,683,537,Mid
5848,tizia_bo,fashion,24389.0,1084,825,Mid
5849,thesilverstylist,fashion,24385.0,2567,711,Mid
5850,nafthalyramona,fashion,24374.0,516,789,Mid
5851,alianabeecher,fashion,24366.0,798,569,Mid
5852,_ambergordon_,fashion,24350.0,2428,1255,Mid
5853,wastedboys,fashion,24350.0,1287,546,Mid
5854,ashleyempowers,fashion,24342.0,411,1043,Mid
5855,joannasotomura,fashion,24342.0,714,1132,Mid
5856,alessandrocalzoni,fashion,24340.0,2302,402,Mid
5857,annies_artandstyle,fashion,24329.0,3879,541,Mid
5858,allchloerose,fashion,24319.0,783,929,Mid
5859,newyorkcitystylist,fashion,24317.0,2484,1254,Mid
5860,katelyngeoffrion,fashion,24305.0,561,998,Mid
5861,s1rin_,fashion,24295.0,373,828,Mid
5862,nicolemariefranco,fashion,24270.0,1764,627,Mid
5863,megsays_,fashion,24270.0,548,1245,Mid
5864,thepositivenews,fashion,24264.0,500,438,Mid
5865,kulabak0,fashion,24263.0,319,162,Mid
5866,whispersinspire,fashion,24256.0,2830,2704,Mid
5867,zorapalkovics,fashion,24251.0,94,931,Mid
5868,franviana,fashion,24231.0,1454,830,Mid
5869,alexx_xox,fashion,24223.0,1224,3416,Mid
5870,thecryswash,fashion,24223.0,4387,1559,Mid
5871,missguenette,fashion,24221.0,5455,359,Mid
5872,giovannallima,fashion,24219.0,897,755,Mid
5873,twooutsiders,fashion,24209.0,5315,316,Mid
5874,lifebyhill,fashion,24203.0,3779,549,Mid
5875,packmeinursuitcase,fashion,24198.0,1110,1003,Mid
5876,lalaloha_,fashion,24185.0,388,745,Mid
5877,micaelahoo,fashion,24182.0,4004,2497,Mid
5878,lithuanianbeautyblog,fashion,24164.0,1408,1819,Mid
5879,monlee_yikfann,fashion,24147.0,703,698,Mid
5880,kitana_red,fashion,24146.0,756,392,Mid
5881,khris_bajis,fashion,24137.0,265,1194,Mid
5882,clizialeone,fashion,24137.0,7243,1216,Mid
5883,johnson_gold,fashion,24136.0,549,784,Mid
5884,personal_issue,fashion,24127.0,708,824,Mid
5885,camillagrazia,fashion,24124.0,2811,1427,Mid
5886,_fedesavi,fashion,24120.0,6850,404,Mid
5887,hannnah_honey,fashion,24119.0,4254,591,Mid
5888,marinabussandri,fashion,24114.0,3969,309,Mid
5889,homeofuandme,fashion,24109.0,5090,275,Mid
5890,courtneeruthie,fashion,24107.0,2950,1632,Mid
5891,daphnie.pearl,fashion,24088.0,783,795,Mid
5892,themelissalifestyle_,fashion,24086.0,1163,1888,Mid
5893,stylexkavya,fashion,24079.0,6770,579,Mid
5894,stylebykish,fashion,24062.0,716,2040,Mid
5895,naturalista86,fashion,24055.0,4754,1776,Mid
5896,ozoliciouslife,fashion,24053.0,950,454,Mid
5897,jeradmichael,fashion,24042.0,2230,844,Mid
5898,blondevanity,fashion,24041.0,5154,443,Mid
5899,stylepetal,fashion,24038.0,3929,1887,Mid
5900,styleiconnat,fashion,24028.0,7081,2435,Mid
5901,lettersofstyle,fashion,24020.0,1016,821,Mid
5902,mermaidwaves,fashion,24019.0,2963,2433,Mid
5903,teacherdresscode,fashion,24000.0,896,385,Mid
5904,themomedit,fashion,23989.0,661,1045,Mid
5905,mykennajean,fashion,23984.0,1275,369,Mid
5906,maricabellanofficial,fashion,23982.0,996,385,Mid
5907,merlynscoggin,fashion,23972.0,1506,560,Mid
5908,onefiftytwoblog,fashion,23965.0,772,1182,Mid
5909,lyudmyla_p,fashion,23956.0,1350,3784,Mid
5910,luludumas,fashion,23943.0,1241,1038,Mid
5911,jillgg,fashion,23941.0,493,4449,Mid
5912,colleenld,fashion,23939.0,864,401,Mid
5913,danubiasousa,fashion,23935.0,4256,1313,Mid
5914,minnie.matilda,fashion,23932.0,878,502,Mid
5915,audreycosty,fashion,23927.0,992,576,Mid
5916,sydneylbell,fashion,23914.0,1000,943,Mid
5917,the_yannis,fashion,23908.0,1031,383,Mid
5918,ruudes,fashion,23895.0,560,1401,Mid
5919,beyourselfytb,fashion,23891.0,383,594,Mid
5920,msminimalist,fashion,23887.0,147,405,Mid
5921,dimitragl_,fashion,23881.0,7320,259,Mid
5922,mariannaripa,fashion,23875.0,791,406,Mid
5923,lolavan,fashion,23852.0,1638,1553,Mid
5924,jorinna,fashion,23838.0,3317,668,Mid
5925,johanspeaks,fashion,23834.0,963,1883,Mid
5926,clarajuulnyholm,fashion,23817.0,965,465,Mid
5927,lusicamp,fashion,23773.0,1184,1515,Mid
5928,purelypositivitea,fashion,23767.0,2749,572,Mid
5929,noataieb,fashion,23763.0,104,327,Mid
5930,jana_katharina,fashion,23757.0,502,564,Mid
5931,iamshree,fashion,23753.0,364,620,Mid
5932,izategon,fashion,23745.0,3850,2246,Mid
5933,welliesandchampagne,fashion,23726.0,991,1226,Mid
5934,somewhereinvienna,fashion,23710.0,936,431,Mid
5935,spiral_of_life,fashion,23708.0,1760,354,Mid
5936,everbstyled,fashion,23705.0,434,792,Mid
5937,natalinkanonna.blg,fashion,23697.0,4780,297,Mid
5938,tabbilane,fashion,23693.0,1728,1740,Mid
5939,partialtopink,fashion,23692.0,567,399,Mid
5940,florythefish,fashion,23682.0,7139,1960,Mid
5941,haleyjordan12,fashion,23669.0,426,856,Mid
5942,veiledfree,fashion,23664.0,2926,905,Mid
5943,shazyzahid,fashion,23655.0,1343,790,Mid
5944,v.4nessa,fashion,23641.0,380,303,Mid
5945,joelle.raquel,fashion,23640.0,4972,641,Mid
5946,floortjeloves,fashion,23625.0,477,2215,Mid
5947,desirefalk,fashion,23623.0,1226,1818,Mid
5948,maikoandara,fashion,23622.0,1924,645,Mid
5949,immichellez,fashion,23614.0,553,701,Mid
5950,artbecomesyou,fashion,23601.0,2844,752,Mid
5951,traco4,fashion,23586.0,1683,2060,Mid
5952,alrighthey,fashion,23586.0,141,403,Mid
5953,youmustwear,fashion,23581.0,5430,611,Mid
5954,misssemaaa4,fashion,23580.0,779,280,Mid
5955,when_the_girls_rule,fashion,23564.0,810,554,Mid
5956,jacquelinewoodwell,fashion,23560.0,1326,354,Mid
5957,ashcashbgash94,fashion,23555.0,215,505,Mid
5958,itscathyyy,fashion,23548.0,985,695,Mid
5959,vdancer02,fashion,23547.0,946,868,Mid
5960,tramnble,fashion,23523.0,664,190,Mid
5961,fatmasaltwater,fashion,23523.0,407,931,Mid
5962,armanachanel,fashion,23520.0,1049,708,Mid
5963,stylegf,fashion,23518.0,712,2273,Mid
5964,pasqpietrop,fashion,23506.0,4779,1651,Mid
5965,singhgentry,fashion,23499.0,244,890,Mid
5966,i_stolethemoon,fashion,23498.0,694,1273,Mid
5967,leabonleabon,fashion,23496.0,1239,266,Mid
5968,alonaviorne,fashion,23488.0,1565,572,Mid
5969,camilacura,fashion,23472.0,383,3132,Mid
5970,jayfbabby,fashion,23458.0,3790,2507,Mid
5971,psitsfashion,fashion,23455.0,1878,2979,Mid
5972,barbichettefr,fashion,23444.0,1044,555,Mid
5973,hannahtovar,fashion,23441.0,567,1287,Mid
5974,giovannidegroote,fashion,23431.0,870,390,Mid
5975,estilomasculo,fashion,23427.0,4425,682,Mid
5976,jadebeerman,fashion,23426.0,296,443,Mid
5977,bricolling,fashion,23420.0,7314,710,Mid
5978,chalayymichele,fashion,23404.0,646,457,Mid
5979,inspirationtolive,fashion,23402.0,5032,541,Mid
5980,pretttylittlelayers,fashion,23390.0,682,1115,Mid
5981,capitalcouple,fashion,23389.0,2704,226,Mid
5982,drewjessup,fashion,23388.0,1060,1104,Mid
5983,sivemabuya,fashion,23387.0,800,425,Mid
5984,pumpsandpouts,fashion,23387.0,2409,1721,Mid
5985,fromtheheelsup,fashion,23385.0,1023,967,Mid
5986,thedressychick,fashion,23372.0,1016,1123,Mid
5987,rob_morean,fashion,23371.0,843,334,Mid
5988,dressing_rachel,fashion,23355.0,785,853,Mid
5989,saraschifani,fashion,23351.0,1746,488,Mid
5990,florencemayvintage,fashion,23348.0,361,726,Mid
5991,being__her,fashion,23322.0,943,371,Mid
5992,zoewithloveblog,fashion,23310.0,998,1043,Mid
5993,kuleshova,fashion,23303.0,1412,2451,Mid
5994,charisgram,fashion,23279.0,1130,866,Mid
5995,jasikaistrycurious,fashion,23273.0,98,1527,Mid
5996,nataliapetric1990,fashion,23272.0,499,6556,Mid
5997,newkissontheblog,fashion,23262.0,857,2179,Mid
5998,shizzy_a,fashion,23260.0,2035,843,Mid
5999,kristen_pry,fashion,23259.0,494,419,Mid
6000,adashofdetails,fashion,23246.0,643,2028,Mid
6001,maximmagnus,fashion,23234.0,619,1332,Mid
6002,vikihalmosii,fashion,23230.0,455,246,Mid
6003,nessa.ssary,fashion,23230.0,453,380,Mid
6004,bygracelee,fashion,23230.0,762,3218,Mid
6005,blondiebrownie.sis,fashion,23221.0,884,1599,Mid
6006,rechellelewis,fashion,23196.0,2351,1149,Mid
6007,marykalymnou,fashion,23193.0,842,1154,Mid
6008,gpmakeup,fashion,23192.0,615,824,Mid
6009,lucyeezy,fashion,23186.0,438,446,Mid
6010,logan_can,fashion,23171.0,2187,1203,Mid
6011,the_italian_reve,fashion,23171.0,2255,1380,Mid
6012,_azusaloha_,fashion,23170.0,494,505,Mid
6013,valentinatassone,fashion,23153.0,747,3046,Mid
6014,janinagriefhahn,fashion,23147.0,728,423,Mid
6015,sheisteresa,fashion,23145.0,90,343,Mid
6016,iliesse_west,fashion,23142.0,794,475,Mid
6017,kmw_plus,fashion,23127.0,469,1418,Mid
6018,veryallegra,fashion,23126.0,959,1376,Mid
6019,justinebrouill,fashion,23111.0,584,592,Mid
6020,calopes7,fashion,23110.0,518,300,Mid
6021,alyssatabit,fashion,23110.0,725,682,Mid
6022,arynlei,fashion,23103.0,534,566,Mid
6023,iampaigewoods,fashion,23093.0,777,381,Mid
6024,baeccalee,fashion,23091.0,560,825,Mid
6025,so.or,fashion,23083.0,109,1081,Mid
6026,miki__yoshida,fashion,23069.0,352,4673,Mid
6027,mikaela_jeannette,fashion,23060.0,834,308,Mid
6028,sellyssecrets,fashion,23041.0,443,257,Mid
6029,lilia_rt,fashion,23026.0,962,750,Mid
6030,kurumimi1113,fashion,23009.0,399,1200,Mid
6031,andreayoungthestylist,fashion,23003.0,4581,1877,Mid
6032,brownskinbeautiful_,fashion,22988.0,4844,673,Mid
6033,marcgoldfinger,fashion,22969.0,407,295,Mid
6034,everwillalove,fashion,22958.0,1103,4119,Mid
6035,stefflincoln,fashion,22956.0,1217,2028,Mid
6036,alessandragiunta,fashion,22945.0,2340,692,Mid
6037,runstylerun,fashion,22938.0,781,2622,Mid
6038,houseofmarz,fashion,22924.0,2318,654,Mid
6039,saskiajung_,fashion,22923.0,1647,1620,Mid
