Date,Open,High,Low,Close,Adj Close,Volume
2008/5/1,1385.969971,1440.23999,1373.069946,1400.380005,1400.380005,80990480000
2008/6/1,1399.619995,1404.050049,1272,1280,1280,96614040000
2008/7/1,1276.689941,1292.170044,1200.439941,1267.380005,1267.380005,1.24981E+11
2008/8/1,1269.420044,1313.150024,1247.449951,1282.829956,1282.829956,86266010000
2008/9/1,1287.829956,1303.040039,1106.420044,1166.359985,1166.359985,1.40007E+11
2008/10/1,1164.170044,1167.030029,839.799988,968.75,968.75,1.59823E+11
2008/11/1,968.669983,1007.51001,741.02002,896.23999,896.23999,1.1566E+11
2008/12/1,888.609985,918.849976,815.690002,903.25,903.25,1.12884E+11
2009/1/1,902.98999,943.849976,804.299988,825.880005,825.880005,1.12091E+11
2009/2/1,823.090027,875.01001,734.52002,735.090027,735.090027,1.24492E+11
2009/3/1,729.570007,832.97998,666.789978,797.869995,797.869995,1.61844E+11
2009/4/1,793.590027,888.700012,783.320007,872.809998,872.809998,1.38855E+11
2009/5/1,872.73999,930.169983,866.099976,919.140015,919.140015,1.31615E+11
2009/6/1,923.26001,956.22998,888.859985,919.320007,919.320007,1.12653E+11
2009/7/1,920.820007,996.679993,869.320007,987.47998,987.47998,1.06636E+11
2009/8/1,990.219971,1039.469971,978.51001,1020.619995,1020.619995,1.16059E+11
2009/9/1,1019.52002,1080.150024,991.969971,1057.079956,1057.079956,1.12295E+11
2009/10/1,1054.910034,1101.359985,1019.950012,1036.189941,1036.189941,1.13411E+11
2009/11/1,1036.180054,1113.689941,1029.380005,1095.630005,1095.630005,84981530000
2009/12/1,1098.890015,1130.380005,1085.890015,1115.099976,1115.099976,89515330000
2010/1/1,1116.560059,1150.449951,1071.589966,1073.869995,1073.869995,90947580000
2010/2/1,1073.890015,1112.420044,1044.5,1104.48999,1104.48999,84561340000
2010/3/1,1105.359985,1180.689941,1105.359985,1169.430054,1169.430054,1.03684E+11
2010/4/1,1171.22998,1219.800049,1170.689941,1186.689941,1186.689941,1.16742E+11
2010/5/1,1188.579956,1205.130005,1040.780029,1089.410034,1089.410034,1.27663E+11
2010/6/1,1087.300049,1131.22998,1028.329956,1030.709961,1030.709961,1.10107E+11
2010/7/1,1031.099976,1120.949951,1010.909973,1101.599976,1101.599976,94778110000
2010/8/1,1107.530029,1129.23999,1039.699951,1049.329956,1049.329956,85738250000
2010/9/1,1049.719971,1157.160034,1049.719971,1141.199951,1141.199951,79589450000
2010/10/1,1143.48999,1196.140015,1131.869995,1183.26001,1183.26001,89536270000
2010/11/1,1185.709961,1227.079956,1173,1180.550049,1180.550049,87151070000
2010/12/1,1186.599976,1262.599976,1186.599976,1257.640015,1257.640015,80984530000
2011/1/1,1257.619995,1302.670044,1257.619995,1286.119995,1286.119995,92164940000
2011/2/1,1289.140015,1344.069946,1289.140015,1327.219971,1327.219971,59223660000
2011/3/1,1328.640015,1332.280029,1249.050049,1325.829956,1325.829956,89507640000
2011/4/1,1329.47998,1364.560059,1294.699951,1363.609985,1363.609985,77364810000
2011/5/1,1365.209961,1370.579956,1311.800049,1345.199951,1345.199951,81708980000
2011/6/1,1345.199951,1345.199951,1258.069946,1320.640015,1320.640015,86122730000
2011/7/1,1320.640015,1356.47998,1282.859985,1292.280029,1292.280029,81102170000
2011/8/1,1292.589966,1307.380005,1101.540039,1218.890015,1218.890015,1.08419E+11
2011/9/1,1219.119995,1229.290039,1114.219971,1131.420044,1131.420044,1.02787E+11
2011/10/1,1131.209961,1292.660034,1074.77002,1253.300049,1253.300049,98063670000
2011/11/1,1251,1277.550049,1158.660034,1246.959961,1246.959961,84275050000
2011/12/1,1246.910034,1269.369995,1202.369995,1257.599976,1257.599976,74742430000
2012/1/1,1258.859985,1333.469971,1258.859985,1312.410034,1312.410034,79567560000
2012/2/1,1312.449951,1378.040039,1312.449951,1365.680054,1365.680054,78385710000
2012/3/1,1365.900024,1419.150024,1340.030029,1408.469971,1408.469971,83899660000
2012/4/1,1408.469971,1422.380005,1357.380005,1397.910034,1397.910034,74761710000
2012/5/1,1397.859985,1415.319946,1291.97998,1310.329956,1310.329956,86920490000
2012/6/1,1309.869995,1363.459961,1266.73999,1362.160034,1362.160034,81582440000
2012/7/1,1362.329956,1391.73999,1325.410034,1379.319946,1379.319946,73103810000
2012/8/1,1379.319946,1426.680054,1354.650024,1406.579956,1406.579956,70283810000
2012/9/1,1406.540039,1474.51001,1396.560059,1440.670044,1440.670044,69784280000
2012/10/1,1440.900024,1470.959961,1403.280029,1412.160034,1412.160034,71752320000
2012/11/1,1412.199951,1434.27002,1343.349976,1416.180054,1416.180054,71489310000
2012/12/1,1416.339966,1448,1398.109985,1426.189941,1426.189941,66388180000
2013/1/1,1426.189941,1509.939941,1426.189941,1498.109985,1498.109985,75848510000
2013/2/1,1498.109985,1530.939941,1485.01001,1514.680054,1514.680054,69273480000
2013/3/1,1514.680054,1570.280029,1501.47998,1569.189941,1569.189941,68527110000
2013/4/1,1569.180054,1597.569946,1536.030029,1597.569946,1597.569946,77098000000
2013/5/1,1597.550049,1687.180054,1581.280029,1630.73999,1630.73999,76447250000
2013/6/1,1631.709961,1654.189941,1560.329956,1606.280029,1606.280029,74946790000
2013/7/1,1609.780029,1698.780029,1604.569946,1685.72998,1685.72998,68106820000
2013/8/1,1689.420044,1709.670044,1627.469971,1632.969971,1632.969971,64802810000
2013/9/1,1635.949951,1729.859985,1633.410034,1681.550049,1681.550049,66174410000
2013/10/1,1682.410034,1775.219971,1646.469971,1756.540039,1756.540039,76647400000
2013/11/1,1758.699951,1813.550049,1746.199951,1805.810059,1805.810059,63628190000
2013/12/1,1806.550049,1849.439941,1767.98999,1848.359985,1848.359985,64958820000
2014/1/1,1845.859985,1850.839966,1770.449951,1782.589966,1782.589966,75871910000
2014/2/1,1782.680054,1867.920044,1737.920044,1859.449951,1859.449951,69725590000
2014/3/1,1857.680054,1883.969971,1834.439941,1872.339966,1872.339966,71885030000
2014/4/1,1873.959961,1897.280029,1814.359985,1883.949951,1883.949951,71595810000
2014/5/1,1884.390015,1924.030029,1859.790039,1923.569946,1923.569946,63623630000
2014/6/1,1923.869995,1968.170044,1915.97998,1960.22998,1960.22998,63283380000
2014/7/1,1962.290039,1991.390015,1930.670044,1930.670044,1930.670044,66524690000
2014/8/1,1929.800049,2005.040039,1904.780029,2003.369995,2003.369995,58131140000
2014/9/1,2004.069946,2019.26001,1964.040039,1972.290039,1972.290039,66706000000
2014/10/1,1971.439941,2018.189941,1820.660034,2018.050049,2018.050049,93714040000
2014/11/1,2018.209961,2075.76001,2001.01001,2067.560059,2067.560059,63600190000
2014/12/1,2065.780029,2093.550049,1972.560059,2058.899902,2058.899902,80743820000
2015/1/1,2058.899902,2072.360107,1988.119995,1994.98999,1994.98999,77330040000
2015/2/1,1996.670044,2119.590088,1980.900024,2104.5,2104.5,68775560000
2015/3/1,2105.22998,2117.52002,2039.689941,2067.889893,2067.889893,76675850000
2015/4/1,2067.629883,2125.919922,2048.379883,2085.51001,2085.51001,72060940000
2015/5/1,2087.379883,2134.719971,2067.929932,2107.389893,2107.389893,65187730000
2015/6/1,2108.639893,2129.870117,2056.320068,2063.110107,2063.110107,73213980000
2015/7/1,2067,2132.820068,2044.02002,2103.840088,2103.840088,77920590000
2015/8/1,2104.48999,2112.659912,1867.01001,1972.180054,1972.180054,84626790000
2015/9/1,1970.089966,2020.859985,1871.910034,1920.030029,1920.030029,79989370000
2015/10/1,1919.650024,2094.320068,1893.699951,2079.360107,2079.360107,85844900000
2015/11/1,2080.76001,2116.47998,2019.390015,2080.409912,2080.409912,75943590000
2015/12/1,2082.929932,2104.27002,1993.26001,2043.939941,2043.939941,83649260000
2016/1/1,2038.199951,2038.199951,1812.290039,1940.23999,1940.23999,92409770000
2016/2/1,1936.939941,1962.959961,1810.099976,1932.22998,1932.22998,93049560000
2016/3/1,1937.089966,2072.209961,1937.089966,2059.73999,2059.73999,92639420000
2016/4/1,2056.620117,2111.050049,2033.800049,2065.300049,2065.300049,81124990000
2016/5/1,2067.169922,2103.47998,2025.910034,2096.949951,2096.949951,78883600000
2016/6/1,2093.939941,2120.550049,1991.680054,2098.860107,2098.860107,86852700000
2016/7/1,2099.340088,2177.090088,2074.02002,2173.600098,2173.600098,69530250000
2016/8/1,2173.149902,2193.810059,2147.580078,2170.949951,2170.949951,75610310000
2016/9/1,2171.330078,2187.870117,2119.120117,2168.27002,2168.27002,77270240000
2016/10/1,2164.330078,2169.600098,2114.719971,2126.149902,2126.149902,73196630000
2016/11/1,2128.679932,2214.100098,2083.790039,2198.810059,2198.810059,88299760000
2016/12/1,2200.169922,2277.530029,2187.439941,2238.830078,2238.830078,75251240000
2017/1/1,2251.570068,2300.98999,2245.129883,2278.870117,2278.870117,70483180000
2017/2/1,2285.590088,2371.540039,2271.649902,2363.639893,2363.639893,69162420000
2017/3/1,2380.129883,2400.97998,2322.25,2362.719971,2362.719971,81547770000
2017/4/1,2362.340088,2398.159912,2328.949951,2384.199951,2384.199951,65265670000
2017/5/1,2388.5,2418.709961,2352.719971,2411.800049,2411.800049,79607170000
2017/6/1,2415.649902,2453.820068,2405.699951,2423.409912,2423.409912,81002490000
2017/7/1,2431.389893,2484.040039,2407.699951,2470.300049,2470.300049,63169400000
2017/8/1,2477.100098,2490.870117,2417.350098,2471.649902,2471.649902,70616030000
2017/9/1,2474.419922,2519.439941,2446.550049,2519.360107,2519.360107,66337980000
2017/10/1,2521.199951,2582.97998,2520.399902,2575.26001,2575.26001,70871570000
2017/11/1,2583.209961,2657.73999,2557.449951,2584.840088,2584.840088,95142800000
2017/12/1,2645.100098,2694.969971,2605.52002,2673.610107,2673.610107,65251190000
2018/1/1,2683.72998,2872.870117,2682.360107,2823.810059,2823.810059,76860120000
2018/2/1,2816.449951,2835.959961,2532.689941,2713.830078,2713.830078,79579410000
2018/3/1,2715.219971,2801.899902,2585.889893,2640.870117,2640.870117,76369800000
2018/4/1,2633.449951,2717.48999,2553.800049,2648.050049,2648.050049,69648590000
2018/5/1,2642.959961,2742.23999,2594.620117,2705.27002,2705.27002,75617280000
2018/6/1,2718.699951,2791.469971,2691.98999,2718.370117,2718.370117,77439710000
2018/7/1,2704.949951,2848.030029,2698.949951,2816.290039,2816.290039,64542170000
2018/8/1,2821.169922,2916.5,2796.340088,2901.52002,2901.52002,69238220000
2018/9/1,2896.959961,2940.909912,2864.120117,2913.97998,2913.97998,62492080000
2018/10/1,2926.290039,2939.860107,2603.540039,2711.73999,2711.73999,91327930000
2018/11/1,2717.580078,2815.149902,2631.090088,2760.169922,2760.169922,80080110000
2018/12/1,2790.5,2800.179932,2346.580078,2506.850098,2506.850098,83522570000
2019/1/1,2476.959961,2708.949951,2443.959961,2704.100098,2704.100098,80401630000
2019/2/1,2702.320068,2813.48999,2681.830078,2784.48999,2784.48999,70183430000
2019/3/1,2798.219971,2860.310059,2722.27002,2834.399902,2834.399902,78596280000
2019/4/1,2848.629883,2949.52002,2848.629883,2945.830078,2945.830078,69604840000
2019/5/1,2952.330078,2954.129883,2750.52002,2752.060059,2752.060059,76860120000
2019/6/1,2751.530029,2964.149902,2728.810059,2941.76001,2941.76001,70881390000
2019/7/1,2971.409912,3027.97998,2952.219971,2980.379883,2980.379883,70349470000
2019/8/1,2980.320068,3013.590088,2822.120117,2926.459961,2926.459961,79599440000
2019/9/1,2909.01001,3021.98999,2891.850098,2976.73999,2976.73999,73992330000
2019/10/1,2983.689941,3050.100098,2855.939941,3037.560059,3037.560059,77564550000
2019/11/1,3050.719971,3154.26001,3050.719971,3140.97998,3140.97998,72179920000
2019/12/1,3143.850098,3247.929932,3070.330078,3230.780029,3230.780029,72054000000
2020/1/1,3244.669922,3337.77002,3214.639893,3225.52002,3225.52002,77104420000
2020/2/1,3235.659912,3393.52002,2855.840088,2954.219971,2954.219971,84292270000
2020/3/1,2974.280029,3136.719971,2280.52002,2304.919922,2304.919922,1.12304E+11
